"","리콜사유","Classification","Part.Type","Specific.Part"
"1513","영하의 날씨에서 전동식 차량 뒷문 지지대(테일게이트 리프팅 암)의 플라스틱 커버 내외측 사이에 반복적인 착빙 현상이 일어나면 바깥쪽 튜브의 고정장치가 파손될 수 있습니다. 이 고정장치가 파손되면 플라스틱 튜브의 바깥쪽 튜브가 분리될 수 있으며 이로 인해 전동식 차량 뒷문(테일게이트) 장치의 전체적인 내구성이 저하될 수 있습니다.","Safety","Other","Unknown"
"1514","엔진커버(덥게)와 정속주행장치 스피드컨트롤케이블 사이 간격이 좁아, 스피트컨트롤케이블이 리턴이 되지 않아 가속상태가 유지되어 안전운행에 지장","Safety","Engine","Engine"
"1515","엔진과 연결된 스윙 암이 분리되어 주행 중 뒷 바퀴 부분이 탈거되는 현상으로 전도 될 가능성으로 안전운행에 지장","Safety","Engine","Engine"
"1516","격벽의 과잉 발포된 단열재가 전면유리 하단부를 덮을 수 있으며, 본딩에 영향을 줄 수 있습니다.","Safety","Window Glass","Unknown"
"1517","차량 양쪽 리어 브레이크 디스크 뒤쪽 부분에 위치한 리어 브레이크 호스라인이 호스 클립에 정확히 장착되어 있지 않을 가능성이 있어 차량 바퀴와의 간섭으로 인해 브레이크 호스가 손상될 수 있으며 이는 장기적으로 계기판에 ABS 경고등 점등, STOP 경고등 점등, 브레이크 성능의 저하를 초래 할 수 있음.","Safety","Brakes","Brakes"
"1518","리어 드라이브 샤프트 용접이 부적절할 수 있습니다. 부적절한 용접은 드라이브 샤프트의 파손을 초래할 수 있으며 드라이브 샤프트의 변형, 드라이브 라인에서 분리, 연료탱크와 접촉하여 연료 누출 및 화재의 위험이 증가될 수 있습니다. 또한, 부적절하게 용접된 드라이브 샤프트는 변속기와 후륜 사이의 기계적 연결이 손실되어 의도하지 않은 차량 이동 및 동력의 손실을 초래할 수 있음","Safety","Drivetrain","Fuel Pump"
"1519","특정 기간 동안 생산된 엔진컨트롤유닛 커넥터의 씰링핀(밀봉 기능) 일부가 제조 공정상의 오류로 인하여, 조립이 누락될 가능성이 있습니다. 이러한 경우, 커넥터 내부로 수분이 침투하여 부식이 발생할 수 있습니다.","Safety","Engine","Engine"
"1520","스웨덴 공장(Torslanda Plant)에서 생산된 차량 중, 국내로 수입된 2021년식 V60CC, V90CC, XC60, XC90 일부 차량의 *SRS 컨트롤 유닛(SRS Control Unit) 이 조립 공정에서 작업자의 실수로 인해 제대로 고정되지 않을 수 있는 것을 발견하였습니다.","Safety","Other","Unknown"
"1521","제조상의 과정에서 가속 페달 모듈의 전기 플러그 연결부가 올바르게 장착되지 않았을 가능성을 발견 하였습니다.","Safety","Electrical","Unknown"
"1522","연료고압펌프와 연결된 연료고압라인의 제작결함으로 누유가 발생할 경우 연료가 부족하여 주행중 엔진이 정지해 사고가 발생할 가능성","Safety","Engine","Fuel Pump"
"1523","엔진 룸에 위치한 엔진 전기 구성품과 엔진 컨트롤 모듈을 연결하여 엔진 구성품이 원활히 작동하도록 관련 메시지와 신호를 전달하는 배선(Wiring Harness-Engine)이 근접한 엔진 배기 시스템의 배기열 가림판(Heat shield)과 접촉하여 손상될 수 있음을 확인하였습니다. 이 경우 배선의 손상이란 배기열 가림판과의 지속적인 접촉(마찰)으로 인하여 배선이 손상될 수 있음을 의미합니다.","Safety","Engine","Engine"
"1524","클러치 슬레이브 실린더*의 제작결함으로 실린더의 유압이 손실될 경우 주행 중 가속과 변속기능이 제대로 작동되지 않아 안전운행에 지장을 줄 가능성 * 클러치 슬레이브 실린더(Clutch Slave Cylinder): 출발 또는 주행 시 기어 변속을 위해 엔진에서 변속기로 전달되는 동력을 차단하는 클러치(변속기 내부 장착)를 작동시켜주는 장치","Safety","Engine","Engine"
"1525","리어 서스펜션 토우링크의 용접부분이 규격에 맞지 않게 용접이 이루어짐","Safety","Suspension","Unknown"
"1526","전원공급단자와 접지단자 사이에서 아래의 두 가지 요인이 발생하여, 고온과 고습 조건에서 이온이동을 유발합니다. ① 기판 제조 공정에서 납땜 알갱이 발생 ② 기판에 방수 코팅이 균일하지 않게 도포됨 이 경우 회로 기판이 탄화되고 단락이 발생하여 전원분배장치에 열손상이 발생할 수 있습니다. 극단적인 경우, 화재가 발생할 수 있습니다. 한국에서 해당 현상 발생은 보고되지 않았으나, 한국닛산은 국토교통부의 권고와 지침을 충실히 준수하고, 고객의 안전운행을 위해 리콜을 실시하고자 합니다.","Safety","Other","Unknown"
"1527","접지배선연결단자의 제작결함으로 단선이 발생할 경우 전조등 등 전기장치가 작동되지 않거나 시동이 꺼질 가능성","Safety","Electrical","Headlights"
"1528","연료호스의 제작결함으로 연료누출로 인한 화재발생 가능성","Safety","Fuel System","Fuel Pump"
"1529","뒷문잠금장치 케이블 조립결함으로 뒷문이 잠기지 않아 열릴 경우 사고가 발생할 가능성","Safety","Other","Unknown"
"1530","연료누출 차단밸브의 제작결함으로 연료누출로 인한 화재발생 가능성","Safety","Fuel System","Fuel Pump"
"1531","(후륜구동)후방 프로펠러 샤프트* 연결 리벳의 제작결함으로 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 엔진에서 발생된 구동력을 뒷바퀴에 전달해주는 장치","Safety","Engine","Engine"
"1532","라디에이터호스가 생산시 잘못된 경화공정으로 인해 내압성(내구성)떨어지는 제품이 차량에 장착되었습니다. 그래서 운행중에 냉각계통 압력에 의해 라디에이터호스가 파열되어 냉각수가 누출이 발생합니다.","Safety","Air Conditioning","Unknown"
"1533","배터리 상태가 정상적이지 않은 상황에서 시동시 순간전압이 비정상적으로 낮게(7.5V 이하) 떨어지면, 로컬 상호접속망(LIN)과 차체컨트롤 모듈(BCM) 간 통신 오류가 발생 가능.","Safety","Electrical","Unknown"
"1534","연료압력제어밸브와 커먼레일(고압연료를 저장하고 개별 인젝터로 분배해주는 장치)과의 체결 결함","Safety","Fuel System","Fuel Pump"
"1535","실 내외 조명 장치 등을 제어하는 Body Domain Controller(BDC)에 탑재된 소프트웨어에 오류가 있습니다.","Safety","Other","Unknown"
"1536","쏠라티(EU) 화물 밴 개조 시 3.5톤 초과 화물자동차 최고속도제한 기준(90KPH) 반영 누락되어 버스 사양과 동일하게 승합자동차 최고속도제한 기준(110KPH) 적용으로 자동차 안전기준 부적합 사항 발생","Safety","Electrical","Unknown"
"1537","공급업체의 조립 공정상 오류로 인해, 우측 타이 로드가 규정에 맞게 조립되지 않았을 수 있습니다. 이로 인해조립 공정 동안 타이 로드가 우측 앞 차축 스티어링 너클에 올바르게 장착되지 않았을 수 있습니다.","Safety","Steering","Unknown"
"1538","특정 기간 내에 제조된 TAKATA 조수석 에어백이 장착된 차량의 경우 운전석 에어백이 전개되었을 때 가스 생성기 하우징이 손상될 수도 있습니다. 수분 및 온도의 영향으로 장시간의 프로세스를 거쳐 추진체가 노화되어, 에어백 전개시 가스생성기 내부에서 과도한 압력이 발생(추진체 연소 속도 빠름)하여 이로 인해 하우징이 폭발할 수 있습니다.","Safety","Interior Safety","Unknown"
"1539","조수석 에어백( 타카타社) 전개시 인플레이터 내부 압력의 이상 상승으로 용기가 파손 될 수 있고, 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성 있음(건조제 없는 인플레이터)","Safety","Interior Safety","Unknown"
"1540","부품 공급 업체(ZF Friedrichshafen AG)는 제조 공정상의 오류로 에어백 제어 모듈 내부 회로판의 축전기 에 불충분한 양의 은(Silver) 납땜으로 인한 에어백 오작동 가능성을 확인함. 1) 에어백 제어 모듈 내부 회로판의 축전기에 불충분한 양의 은(Silver) 납땜으로 회로의 저항이 높아져 정상적으로 공급되는 5V보다 높은 전압이 공급 될 수 있음. 에어백 제어 모듈의 축전기는 전체 에어백 제어 시스템에 전원을 공급하기 때문에 축전기의 불충분한 양의 은(Silver) 납땜은 에어백 제어 시스템 오작동의 원인이 됨.","Safety","Electrical","Unknown"
"1541","열선시트 제어 장치 결함으로 열선 패드에 비정상적인 전원이 공급되어 배터리 방전과 고온으로 인한 시트 열손상 및 화재 발생 가능성","Safety","Brakes","Seats"
"1542","전자식 조향장치 소프트웨어 오류로 인해 시동 후 출발시 운전자 의도와 다른 방향으로 자동차가 움직일 가능성","Safety","Steering","Unknown"
"1543","연료필터와 엔진 사이에 장착된 연료호스의 제작결함으로 누유가 발생할 경우 연료가 부족하여 주행중 시동이 꺼지거나 화재가 발생할 가능성","Safety","Engine","Fuel Pump"
"1544","엔진제어장치(ECU) 오류로 특정조건*에서 연료가 제대로 공급되지 않아 시동이 꺼지고 브레이크가 작동되지 않을 가능성","Safety","Brakes","Engine"
"1545","엔진전기배선 간 간섭으로 전기배선의 피복이 벗겨질 경우 합선으로 인한 화재가 발생할 가능성","Safety","Engine","Engine"
"1546","안전기준 115조 제원 허용차 초과(CNG 차량을 경유차량 중량으로 제원 신고 오류)","Safety","Electrical","Unknown"
"1547","R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성","Safety","Engine","Engine"
"1548","주차브레이크 스위치의 결함으로 주차브레이크 작동등이 점등되지 않을 수 있어 운전자가 주차브레이크 체결상태에서 이를 인지하지 못하고 주행할 경우 주차 브레이크 성능 저하 등 안전운행에 지장을 줄 가능성","Safety","Brakes","Brakes"
"1549","캐빈 캡팉팅 실린더 하단 볼트의 과다 조임으로 볼트가 파손된어 캐빈 틸팅시 앞으로 기울어 캐빈 파손 우려","Safety","Other","Unknown"
"1550","도어 핸들 리턴 스프링이 제대로 자리잡지 못하여 도어 핸들이 느슨해져서 도어가 안잠길수 있음","Safety","Body/Chassis","Unknown"
"1551","자동변속기 조종레버의 전기적 결함으로 조종레버가 운전자 의도대로 움직이지 않아 안전운행에 지장을 줄 가능성","Safety","Drivetrain","Unknown"
"1552","에어백 컨트롤 시스템의 오류로 인해 사고가 발생하지 않은 상황임에도 앞열(운전석, 승객석) 에어백이 전개되거나 좌석안전띠 프리텐셔너*가 작동될 가능성","Safety","Seats and Interior","Unknown"
"1553","생산 공정상에서 캠샤프트 풀리 재질의 밀도가 기준에 충족되지 않아서 시간이 지남에 따라 캠샤프트 풀리가 파손되고 엔진의 손상으로 이어지면 시동이 꺼질 수 있어 안전운전에 지장을 줄 수 있음","Safety","Engine","Engine"
"1554","전방 휀더 프로텍터와 브레이크 호스간의 간섭으로 인해 브레이크 호스와 휀더 프로텍터와의 마찰에 따른 마모 발생 우려","Safety","Brakes","Brakes"
"1555","1.등화장치(방향지시등) → 적재함(바스켓)에 물건을 적재 하고 운행하는 경우 방향지시등이 가려지는현상이 발생, 해당 차량에 대해 다른 운행차량이 해당차량 방향지시등의정보 확인이 어렵습니다. 2.이륜자동차 제원 통보 시 선택사양(적재함)누락","Safety","Other","Unknown"
"1556","제어 스위치(CONTROL SWITCH)부식 발생 가능성","Safety","Other","Unknown"
"1557","에어백 관련 소프트웨어 오류로 인해 옆면 및 전면 에어백이 특정운행 조건에서 서전인지 없이 전개가능성 발견","Safety","Interior Safety","Unknown"
"1558","배터리 플러스 배선이 짧아 시트 브라켓과 시트사이에 눌리게 되어 배선 단선 및 화재 발생 위험","Safety","Electrical","Seats"
"1559","타이어공기압경고장치 모듈의 잘못된 소프트웨어 문제로 인하여 타이어의 공기압이 정상보다 낮을 경우 계기판에 경고등을 띄우지 않을 수 있음","Safety","Wheels","Tires"
"1560","전자식 주행 안정장치(ESP) 소프트웨어 오류로 브레이크 시스템이 오작동 할 수 있고, 이를 운전자가 인지하지 못하고 계속 주행할 경우 화재가 발생할 가능성","Safety","Brakes","Brakes"
"1561","후방 브레이크 캘리퍼안에 들어가는 피스톤에 크롬 코팅을 하는 과정 중, 크롬 코팅에 대한 열처리가 제대로 되지 않아 크롬 표면에서 수소 가스가 발생하고 이 가스가 브레이크 라인으로 들어갈 수 있음을 확인하였습니다. 이렇게 가스가 브레이크 라인으로 들어갈 경우 브레이크를 밟을 시에 가스로 인해 각 브레이크로 정확한 압력이 전달되지 않아(스펀지 현상) 제동력이 떨어질 수 있습니다.","Safety","Brakes","Brakes"
"1562","당사의 문서번호 『BGK-2022-A61-073』로 2022년 07월 20일 제출한 에어백 컨트롤 유닛 시정조치계획보고와 관련하여 BMW 독일 본사로부터 에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류가 있는 차량이 추가 발견되어 보고 드립니다. 에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류로 차량 속도, 주행 방향, 외부 온도를 감지하는 센서 고장 시 경고등 또는 경고 메시지가 표시되지 않아 운전자가 해당 장치의 고장을 인지 및 수리를 제때 할 수 없을 수 있습니다","Safety","Interior Safety","Unknown"
"1563","계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.","Safety","Brakes","Brakes"
"1564","일부 2022년식 Explorer 및 Aviator 차량은 연료 주입구로 연결되는 환기(vent) 튜브가 분리되며 연료가 누출되어 FMVSS(연방 자동차 안전 표준) No. 301 연료 시스템 누출(Fuel System Integrity)에 지정된 요구 사항을 준수하지 못하였습니다. *대상대수 35대 모두 미판매 차량입니다.","Safety","Fuel System","Fuel Pump"
"1565","주식회사 피라인모터스는 HYPERS H 및 HYPERS11L 모델의 고전원 전기장치(모터 컨트롤러) 경고 표시 미 부착으로 인한 안전 기준을 만족하지 못한 결함이 확인되어 제작결함시정을 하고자 함.","Safety","Engine","Unknown"
"1566","일부 차량에서 앞좌석 안전띠 조절장치의 일부부품 문제로 충돌시 문제 부품이 이탈되어 탑승자에게 상해를 줄 수 있는 가능성","Safety","Seats and Interior","Unknown"
"1567","주식회사 피라인모터스는 HYPERS11L 모델의 비상탈출장치가 안전 기준을 만족하지 못한 결함이 확인되어 제작결함시정을 하고자 함.","Safety","Engine","Unknown"
"1568","경음기 체결 볼트의 설계상 오류로 경음기가 차체에 제대로 고정되지 아니하여 경음기가 차체에서 이탈될 수 있는 가능성이 있습니다.","Safety","Body/Chassis","Unknown"
"1569","조향장치 중 파워스티어링 모터를 고정하는 볼트의 결함으로 조향기능이 정상적으로 작동되지 않아 안전운행에 지장을 줄 가능성이","Safety","Steering","Unknown"
"1570","차량 도어 컨트롤 제어 시스템의 소프트웨어 오류로 도어가 열린 상태임에도 닫힌 상태인 것처럼 인지되어 안전운행에 지장을 줄 가능성","Safety","Body/Chassis","Unknown"
"1571","타이밍 체인 텐셔너의 기능이 원활하게 작동하지 못하여 드문경우 시동이 꺼질 가능성","Safety","Other","Unknown"
"1572","앞브레이크 캘리퍼 좌우 브레이크 오일 누유로 인한 제동거리 증가","Safety","Brakes","Brakes"
"1573","클럭스프링*의 결함으로 경적(Horn)이 작동되지 않거나 에어백 경고등이 점등될 가능성","Safety","Interior Safety","Unknown"
"1574","2열 좌석 하부 전기배선의 경로가 정상 경로에서 벗어나 폴드&다이브 기능 사용 시 좌석 하부 프레임과 전기배선 간섭으로 배선이 손상되어 발열 및 좌석 화재 가능성","Safety","Electrical","Unknown"
"1575","에어백 제어장치(ACU) 설계로직 미흡으로 인해 충돌 사고 시 모든 에어백(정면/측면/커튼/무릎) 및 안전띠 프리텐셔너가 전개되지 않아 탑승자 상해 발생 가능성 - 에어백 제어장치(ACU) 설계로직 미흡으로 차량 시동시 에어백시스템이 간헐적으로 정상 동작되지 않음","Safety","Interior Safety","Unknown"
"1576","에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류가 발견되었습니다.","Safety","Interior Safety","Unknown"
"1577","제원통보한 총중량 및 중량분포가 실차 제원과 일치하지 않아 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제115(제원의 허용차)를 만족하지 못함","Safety","Other","Unknown"
"1578","계기판 내부 부품 (저항값) 오적용으로 인해 저온조건(약 -20℃ 이하)에서 시동 시 간헐적으로 계기판 화면이 반전될 수 있고 그 상태로 주행할 경우 안전에 지장을 줄 가능성이 있는 결함","Safety","Other","Unknown"
"1579","키 박스 옆에 설치된 USB 충전 컨트롤러에서 사용 조건의 평가가 불충분하기 때문에 2A 이상의 전자기기를 장시간 연결한 경우 과도한 전류가 흐를 수 있으며, 이에 따라 USB 충전 컨트롤러가 과열되고 용융하여 최악의 경우 화재로 이어질 수 있는 제작 결함","Safety","Other","Unknown"
"1580","운전석 에어백 모듈 하단의 고정 볼트 풀림으로 이음발생 및 운전석 에어백 모듈이 이탈될 수 있는 결함","Safety","Interior Safety","Unknown"
"1581","프론트 와이퍼 메커니즘 그릴 로드의 고정이 불안정함.","Safety","Other","Unknown"
"1582","리콜 조치 이후 일부 차량에서 쏘나타 하이브리드 (LF HEV) 17MY KSDS 진단 로직 오류로 인해 엔진 진동 이상 발생시 고장 진단을 못하여 엔진 내부의 일부 부품 마모 등 손상으로 인해 지속 운행시 시동 꺼짐 및 화재 발생 가능성","Safety","Engine","Engine"
"1583","뒤쪽 브레이크 성능감소 및 작동 불능 현상으로 제동거리가 평소보다 늘어나 안전운행에 지장","Safety","Brakes","Brakes"
"1584","특정 기간 동안 생산된 차량의 제조 공정 편차로 인하여, 연료 레일 고정 볼트가 충분하지 않은 토크 사양으로 체결되었을 가능성이 있습니다. 이로 인하여, 시간이 경과 함에 따라, 연료 레일 고정 볼트가 풀릴 가능성이 있습니다.","Safety","Fuel System","Fuel Pump"
"1585","스프린터 906 차량의 생산 조립공정에서 파워스티어링 유압호스가 제대로 연결되지 않은 것이 확인되었습니다. 해당 호스에서 파워스티어링 오일이 누출될 가능성이 있습니다.","Safety","Steering","Unknown"
"1586","특정 아록스 차량에 제공된 휴대용 소화기(공급사: GLORIA GmbH)에서 작동버튼 아래 안전고리가 미장착되었을 가능성이 발견되었습니다. 안전고리가 없는 상태에서 버튼이 눌려 작동될 경우 추진제와 가루가 분사구로 새어 나올 수 있습니다.","Safety","Other","Unknown"
"1587","커튼 에어백 조립 시 비틀어진 상태로 차량에 장착되어 커튼 에어백 전개 시 정상적으로 전개되지 않을 가능성이 있음.","Safety","Interior Safety","Unknown"
"1588","서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.","Safety","Other","Unknown"
"1589","연료필터 커버의 제작결함으로 균열이 생겨 연료가 샐 경우 화재가 발생할 가능성","Safety","Fuel System","Fuel Pump"
"1590","쏘울(PS) 일부 차량에서 에어백 제어장치(ACU) 설계로직 미흡으로 인해 충돌 사고 시 정면 에어백이 전개되지 않아 탑승자 상해 발생 가능성이 있는 결함","Safety","Interior Safety","Unknown"
"1591","스프린터 907 차량 생산 이후 테스트 및 분석과정에서 전자식주행안정(ESP) 컨트롤 유닛 프로그램 오류로 인해, 변속 ‘P’에 위치하였음에도 불구하고 *주차 잠김 보조 기능이 아주 드물게 작동되지 않을 가능성이 발견되었습니다. (*주차 잠김 보조 기능(Park Lock Support): ESP 컨트롤 유닛에 탑재되어 있으며 차량 정차 및 변속 ‘P’인 상태에서 지속적인 제동력을 제공하는 기능)","Safety","Other","Unknown"
"1592","브레이크 진공펌프 하우징의 결합 부위에 장착되어 있는 고무 밴드(elastic band) 아래로 습기가 침투하여 브레이크 진공펌프 하우징의 결합 부위가 부식될 수 있습니다. 그리고, 장기간 습기 유입과 부식이 진행될 경우 브레이크 진공펌프에서 진공압의 누출(leakage)이 발생될 수 있습니다.","Safety","Brakes","Brakes"
"1593","뒤 차축 트레일링 암*의 너트를 교체하는 시정조치 AMA9 수행 시 뒤 차축 휠 얼라인먼트** 작업이 포함되지 않아 휠 얼라인먼트 값이 변경될 수 있습니다. *트레일링 암: 주행 시 현가장치에서 발생되는 비틀림을 흡수하여 복원력을 발생 시키기 위해, 한 쪽은 차체에 다른 한 쪽은 현가 장치에 연결되어 설치한 암 **휠 얼라인먼트 : 자동차의 바퀴의 위치, 방향 및 상호 밸런스 등을 올바르게 유지하는 정렬 상태, 혹은 이것을 하는 작업.","Safety","Wheels","Unknown"
"1594","저속 감속 (10km/h 이하로서 거의 정차 시) 또는 후진 출발 시 엔진의 흡기 밸브와 배기 밸브가 동시에 열리는 구간이 적절한 조건보다 다소 크게 설정되어 연소 품질 저하 현상이 발생할 수 있어 가속 페달을 약하게 밟았다 떼는 경우 간헐적으로 시동 꺼짐 현상이 발생할 가능성이 있음.","Safety","Engine","Engine"
"1595","특정 기간 동안 생산된 일부 차량의 경우, 캠축조절 시스템 소프트웨어의 작동 변수 설정 문제로 인하여, 특정 조건(스톱앤고 기능 사용, 정차 혹은 정차 직전, 캠 흡기/배기밸브 동시 열림 등)에서 엔진 부조 현상이 발생할 수 있습니다. *캠축조절 시스템: 차량의 엔진 출력, 토크, 주행 유연성 및 내부 배기가스 재순환 개선을 위해 사용됨.","Safety","Engine","Engine"
"1596","BMW 자체 품질 조사 결과 2007년 11월 13일부터 2015년 5월 29일까지 생산된 BMW 520d 등 56개모델의 일부 차량에서 타이밍체인①과 관련한 제작결함이 발견 되었습니다. 사용시간 경과에 따라 타이밍체인의 늘어남은 발생할 수 있으나 타이밍체인 텐셔너가 장력을 유지시켜줍니다. 다만, 주행 조건(극심한 정체, 짧은 주행거리 등)에 따른 DPF(디젤미립자필터)의 재생 빈도와 수준 등의 영향으로 연료(경유)가 엔진오일과 희석될 수 있습니다.","Safety","Engine","Fuel Pump"
"1597","연료 펌프 내부 부품인 믹싱 튜브 제조 시 연료 공급에 지장을 주는 불규칙한 가공면이 발생하여 보조 연료 탱크로부터의 연료 공급이 원활하지 못 할 가능성이 있음. 이 경우 보조 연료 탱크에는 연료가 존재하여 계기판에는 연료가 존재하는 것으로 표시되나, 메인 연료 탱크에는 연료가 부족하여 주행 중 시동 꺼짐 현상이 발생할 가능성이 있음.","Safety","Fuel System","Fuel Pump"
"1598","특정 기간 동안 생산된 전방 좌석(운전석/동승석)의 등받이 조절 레버가 생산 공정상의 오류로 인하여, 반대로 조립 되었을 가능성이 있습니다. 이러한 경우, 전방 좌석의 등받이 고정이 불 완전하여 예기치 않은 움직임이 발생 할 수 있습니다.","Safety","Seats and Interior","Unknown"
"1599","전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림","Safety","Other","Unknown"
"1600","작업자의 실수로 연료 탱크 내의 롤오버 밸브가 정위치에 조립되지 않아 시간이 지남에 따라 외부 충격으로 인해 이탈 될 가능성이 있고, 이로 인해 차량 전복 시 연료 탱크의 외부로 연료가 누유 될 가능성이 있음.","Safety","Suspension","Fuel Pump"
"1601","구동 배터리, 온보드 충전기, 구동 모터 등을 제어, 모니터링하는 장치인 차량 제어장치(e-VCU)의 소프트웨어가 전기 회로 개.폐 감지를 너무 민감하게 반응하도록 설계되어 전기회로에서 전류가 흘러 전력 공급이 되어야 하는 상황에서도 전력 공급이 차단되어 시동 꺼짐 현상이 발생할 가능성이 있습니다.","Safety","Engine","Unknown"
"1602","2018년식 짚랭글러 승용자동차의 브레이크 부스터 진공 호스가 에어컨 풀리와 접촉되어 진공 호스가 손상될 수 있으며, 진공 호스가 손상된 경우 브레이크 작동을 돕기 위한 진공이 빠져 나올 수 있습니다.","Safety","Brakes","Brakes"
"1603","뒤 우측 차축 레벨 센서 링크 로드의 장착 위치 오류로 인해 차량의 뒷좌석 또는 3열 시트에 승객이 탑승하거나 트렁크에 물건을 적재할 경우 뒤 차축의 레벨이 반대 방향으로 감지될 수 있습니다. 즉, 뒤 차축의 레벨이 실제 내려감에도 올라가는 것으로 감지되어 전조등의 전조 범위가 반대 방향으로 보정될 수 있습니다.","Safety","Lighting","Seats"
"1604","에어백 컨트롤 유닛 소프트웨어 오류로 인하여 사고 발생 시 파워트레인 컨트롤 유닛에서 전송되는 가속 페달 변위량 데이터가 에어백 컨트롤 유닛 내 사고기록장치(EDR)에 저장되지 않을 수 있습니다.","Safety","Interior Safety","Unknown"
"1605","탄소 섬유 드라이브 샤프트와 플랜지의 접합 표면에 잔여물이 있을 수 있어 탄소 섬유 드라이브 샤프트와 엔진/변속기 플랜지 사이의 접착이 제대로 되지 않을 수 있습니다. 이러한 경우 접합 표면에 잔여물이 남아 있어 접착제의 접착력이 저하될 수 있고, 탄소 섬유 드라이브 샤프트와 플랜지 연결부가 차량 작동 중에 분리될 수 있습니다.","Safety","Engine","Engine"
"1606","해당 차량의 에어컨 송풍기 컨트롤 유닛의 실링 사이로 수분이 유입 되어 컨트롤 유닛 내부 회로가 단락이 될 가능성을 발견 하였습니다.","Safety","Air Conditioning","Unknown"
"1607","레스타 차종의 진공펌프를 연결하는 부싱 파손 사례 발생","Safety","Other","Unknown"
"1608","전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축","Safety","Drivetrain","Unknown"
"1609","뒤쪽 완충장치의 제작결함으로 완충장치가 파손 될 가능성","Safety","Other","Unknown"
"1610","에어백(오토리브 社 생산)이 내부결함으로 인해 사고 발생 시 전개되지 않을 가능성","Safety","Interior Safety","Unknown"
"1611","냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.","Safety","Engine","Engine"
"1612","BMW 자체 품질 조사 결과 2018년 12월 21일부터 2021년 10월 06일까지 제작된 BMW X7 M50d, X7 M50i, X7 xDrive30d, X7 xDrive40d, X7 xDrive40i 차량의 3열 시트 등받이에서 제작결함이 발견되었습니다. 3열 시트 등받이의 전동식 접이 기능에 필요한 압축 스프링이 정확하게 설치되지 않았거나 누락 되어있을 가능성을 발견했습니다","Safety","Seats and Interior","Seats"
"1613","당사에서 수입한 ‘재규어 F-PACE’ 일부 차량의 제조 과정에서 방향지시등 등광색이 테일게이트 램프 어셈블리 안쪽은 빨간색, 바깥쪽은 호박색으로 혼재되어 작동될 가능성이 있음. 이는 UN ECE R48 - Installation of lighting and light-signalling devices 및『자동차 및 자동차부품의 성능과 기준에 관한 규칙』 제44조(방향지시등)에서 정한 규정위반임. 『자동차 및 자동차부품의 성능과 기준에 관한 규칙』에서 정한 기준 부적합 사항이며, UN ECE R48과『자동차 및 자동차부품의 성능과 기준에 관한 규칙』제44조(방향지시등)는 안전기준 국제조화 대상임.","Safety","Electrical","Unknown"
"1614","엔진제어장치(ECU) 소프트웨어 데이터가 간헐적으로 충돌하여 시동유지를 위한 프로그램이 초기화(리셋)되는 현상이 발생합니다. 이로 인해 엔진 점화 및 연료공급이 제대로 되지 않아 주행중 시동이 꺼질 가능성이 있습니다. 또한 DCT모델의 경우 엔진제어장치(ECU) 데이터 충돌시 트랜스미션 오작동 방지 기능이 작동되어 강제적으로 클러치의 구동력을 차단하여 가속불능 상태가 될 수 있습니다.","Safety","Engine","Engine"
"1615","펌웨어 2021.44.25에서 2021.44.25.2까지 도입된 소프트웨어 에러로 인해, 특정 차량에서 컴퓨터가 리셋될 수 있습니다. 컴퓨터가 리셋되는 동안 운전자가 후진을 시작할 경우, 후진 시작 후 2초 이내에 후방카메라 영상 표시가 되지 않을 수 있습니다.","Safety","Other","Unknown"
"1616","일부 2021-2022년식 차량 중 트레일러 기능이 장착된 차량에서 트레일러 모듈 소프트웨어 오류로 인하여 트레일러 장치의 브레이크가 제대로 작동하지 않을 수 있는 가능성이 있는 것으로 확인되었습니다.","Safety","Brakes","Brakes"
